"","age","marital","income","gender","jobsat"
"5306",59,"Married",39,"Female","Neutral"
"5307",47,"Unmarried",28,"Female","Highly dissatisfied"
"5308",25,"Married",21,"Female","Highly dissatisfied"
"5309",52,"Married",98,"Female","Highly satisfied"
"5310",31,"Unmarried",30,"Female","Neutral"
"5311",31,"Married",52,"Female","Somewhat dissatisfied"
"5312",52,"Unmarried",45,"Male","Highly dissatisfied"
"5313",49,"Unmarried",158,"Female","Highly satisfied"
"5314",41,"Married",57,"Male","Neutral"
"5315",48,"Married",59,"Female","Neutral"
"5316",40,"Unmarried",20,"Male","Neutral"
"5317",41,"Married",66,"Male","Neutral"
"5318",24,"Unmarried",47,"Female","Highly dissatisfied"
"5319",49,"Married",122,"Male","Highly satisfied"
"5320",31,"Married",57,"Male","Somewhat satisfied"
"5321",52,"Unmarried",29,"Female","Neutral"
"5322",72,"Married",30,"Male","Highly dissatisfied"
"5323",56,"Unmarried",429,"Female","Highly satisfied"
"5324",48,"Unmarried",98,"Female","Highly satisfied"
"5325",42,"Unmarried",73,"Male","Highly satisfied"
"5326",53,"Unmarried",82,"Male","Highly satisfied"
"5327",29,"Married",20,"Female","Highly dissatisfied"
"5328",67,"Unmarried",36,"Male","Highly satisfied"
"5329",53,"Married",125,"Female","Highly satisfied"
"5330",47,"Married",122,"Male","Somewhat satisfied"
"5331",50,"Married",270,"Male","Somewhat dissatisfied"
"5332",46,"Unmarried",47,"Male","Neutral"
"5333",33,"Unmarried",59,"Female","Neutral"
"5334",39,"Unmarried",63,"Male","Highly satisfied"
"5335",58,"Married",85,"Female","Somewhat satisfied"
"5336",72,"Married",180,"Female","Highly satisfied"
"5337",65,"Unmarried",180,"Male","Highly satisfied"
"5338",40,"Married",88,"Female","Neutral"
"5339",24,"Married",31,"Female","Somewhat dissatisfied"
"5340",40,"Unmarried",38,"Male","Highly dissatisfied"
"5341",26,"Unmarried",38,"Male","Neutral"
"5342",34,"Unmarried",17,"Male","Somewhat dissatisfied"
"5343",21,"Married",20,"Male","Somewhat dissatisfied"
"5344",43,"Married",65,"Female","Somewhat dissatisfied"
"5345",49,"Unmarried",41,"Male","Neutral"
"5346",28,"Unmarried",20,"Male","Somewhat dissatisfied"
"5347",59,"Unmarried",53,"Male","Somewhat satisfied"
"5348",58,"Married",17,"Female","Neutral"
"5349",52,"Unmarried",103,"Female","Neutral"
"5350",49,"Unmarried",62,"Male","Somewhat dissatisfied"
"5351",43,"Unmarried",224,"Female","Somewhat dissatisfied"
"5352",38,"Unmarried",32,"Female","Neutral"
"5353",45,"Unmarried",51,"Male","Somewhat satisfied"
"5354",54,"Unmarried",30,"Male","Neutral"
"5355",35,"Married",108,"Male","Somewhat satisfied"
"5356",57,"Unmarried",47,"Female","Somewhat satisfied"
"5357",51,"Unmarried",94,"Male","Highly satisfied"
"5358",45,"Married",39,"Female","Highly dissatisfied"
"5359",38,"Unmarried",118,"Female","Somewhat dissatisfied"
"5360",21,"Unmarried",24,"Male","Neutral"
"5361",71,"Unmarried",57,"Female","Highly satisfied"
"5362",31,"Unmarried",20,"Female","Neutral"
"5363",61,"Unmarried",585,"Female","Highly satisfied"
"5364",36,"Unmarried",128,"Female","Neutral"
"5365",47,"Unmarried",43,"Male","Neutral"
"5366",26,"Unmarried",18,"Female","Highly satisfied"
"5367",40,"Unmarried",22,"Female","Highly dissatisfied"
"5368",40,"Married",46,"Male","Neutral"
"5369",22,"Unmarried",23,"Male","Highly dissatisfied"
"5370",73,"Married",527,"Male","Highly satisfied"
"5371",46,"Unmarried",45,"Female","Somewhat satisfied"
"5372",41,"Married",53,"Female","Somewhat dissatisfied"
"5373",44,"Unmarried",127,"Female","Highly satisfied"
"5374",30,"Married",25,"Female","Neutral"
"5375",31,"Married",35,"Female","Somewhat dissatisfied"
"5376",64,"Married",375,"Male","Somewhat satisfied"
"5377",32,"Married",50,"Male","Somewhat satisfied"
"5378",35,"Unmarried",80,"Female","Somewhat satisfied"
"5379",57,"Unmarried",106,"Female","Somewhat dissatisfied"
"5380",43,"Unmarried",46,"Female","Somewhat satisfied"
"5381",65,"Married",34,"Male","Somewhat dissatisfied"
"5382",29,"Unmarried",22,"Female","Highly satisfied"
"5383",45,"Unmarried",33,"Female","Highly dissatisfied"
"5384",37,"Unmarried",24,"Female","Somewhat satisfied"
"5385",60,"Unmarried",423,"Female","Somewhat dissatisfied"
"5386",43,"Unmarried",108,"Male","Highly satisfied"
"5387",44,"Unmarried",54,"Female","Neutral"
"5388",53,"Married",49,"Female","Somewhat dissatisfied"
"5389",54,"Unmarried",183,"Male","Highly satisfied"
"5390",41,"Married",51,"Female","Highly satisfied"
"5391",29,"Unmarried",75,"Male","Highly satisfied"
"5392",43,"Married",52,"Female","Somewhat satisfied"
"5393",53,"Unmarried",128,"Male","Highly satisfied"
"5394",25,"Unmarried",31,"Female","Highly dissatisfied"
"5395",61,"Unmarried",48,"Female","Somewhat dissatisfied"
"5396",33,"Unmarried",41,"Male","Somewhat dissatisfied"
"5397",49,"Married",23,"Male","Somewhat dissatisfied"
"5398",35,"Married",55,"Male","Somewhat satisfied"
"5399",39,"Unmarried",20,"Male","Neutral"
"5400",24,"Unmarried",21,"Male","Highly dissatisfied"
"5401",66,"Married",10,"Male","Neutral"
"5402",51,"Unmarried",237,"Female","Highly satisfied"
"5403",47,"Unmarried",193,"Female","Highly satisfied"
"5404",55,"Unmarried",86,"Female","Somewhat satisfied"
"5405",51,"Unmarried",34,"Male","Somewhat dissatisfied"
"5406",23,"Unmarried",31,"Female","Highly dissatisfied"
"5407",24,"Unmarried",27,"Male","Highly dissatisfied"
"5408",60,"Married",44,"Female","Somewhat satisfied"
"5409",26,"Married",18,"Female","Highly dissatisfied"
"5410",38,"Unmarried",45,"Male","Neutral"
"5411",33,"Unmarried",33,"Male","Somewhat dissatisfied"
"5412",60,"Married",37,"Male","Highly satisfied"
"5413",47,"Married",29,"Female","Somewhat dissatisfied"
"5414",25,"Unmarried",32,"Male","Highly dissatisfied"
"5415",49,"Married",316,"Male","Somewhat satisfied"
"5416",43,"Married",47,"Female","Highly dissatisfied"
"5417",62,"Unmarried",12,"Male","Somewhat dissatisfied"
"5418",36,"Married",39,"Female","Somewhat dissatisfied"
"5419",43,"Unmarried",33,"Female","Somewhat dissatisfied"
"5420",49,"Married",42,"Male","Somewhat dissatisfied"
"5421",68,"Unmarried",121,"Female","Neutral"
"5422",66,"Married",119,"Male","Highly satisfied"
"5423",23,"Unmarried",32,"Male","Somewhat dissatisfied"
"5424",47,"Unmarried",33,"Female","Highly satisfied"
"5425",48,"Married",40,"Male","Neutral"
"5426",25,"Married",33,"Male","Highly dissatisfied"
"5427",25,"Married",17,"Female","Somewhat dissatisfied"
"5428",39,"Married",38,"Female","Somewhat satisfied"
"5429",41,"Unmarried",33,"Male","Highly dissatisfied"
"5430",35,"Married",26,"Female","Neutral"
"5431",33,"Married",114,"Female","Highly satisfied"
"5432",57,"Unmarried",151,"Female","Somewhat satisfied"
"5433",35,"Unmarried",44,"Female","Highly satisfied"
"5434",62,"Married",462,"Male","Highly satisfied"
"5435",30,"Married",38,"Male","Somewhat dissatisfied"
"5436",32,"Unmarried",55,"Male","Neutral"
"5437",41,"Unmarried",107,"Male","Neutral"
"5438",66,"Married",15,"Male","Somewhat satisfied"
"5439",36,"Unmarried",98,"Male","Somewhat satisfied"
"5440",33,"Married",19,"Female","Highly dissatisfied"
"5441",54,"Married",48,"Male","Somewhat satisfied"
"5442",35,"Unmarried",32,"Male","Highly satisfied"
"5443",37,"Unmarried",21,"Female","Somewhat satisfied"
"5444",40,"Unmarried",85,"Male","Highly dissatisfied"
"5445",63,"Married",177,"Male","Highly satisfied"
"5446",28,"Unmarried",21,"Female","Highly satisfied"
"5447",43,"Married",148,"Male","Somewhat satisfied"
"5448",48,"Married",172,"Female","Neutral"
"5449",47,"Unmarried",102,"Female","Somewhat satisfied"
"5450",49,"Married",95,"Female","Highly satisfied"
"5451",32,"Married",31,"Male","Highly satisfied"
"5452",48,"Married",102,"Female","Neutral"
"5453",40,"Married",23,"Female","Somewhat dissatisfied"
"5454",54,"Unmarried",27,"Male","Highly dissatisfied"
"5455",41,"Unmarried",95,"Male","Somewhat dissatisfied"
"5456",50,"Married",167,"Male","Neutral"
"5457",29,"Married",30,"Female","Neutral"
"5458",38,"Married",61,"Male","Somewhat dissatisfied"
"5459",34,"Unmarried",33,"Male","Highly dissatisfied"
"5460",27,"Unmarried",30,"Male","Highly satisfied"
"5461",23,"Married",55,"Male","Somewhat dissatisfied"
"5462",57,"Unmarried",43,"Male","Highly satisfied"
"5463",28,"Unmarried",34,"Male","Neutral"
"5464",55,"Married",25,"Female","Neutral"
"5465",50,"Married",107,"Female","Highly satisfied"
"5466",19,"Married",40,"Male","Neutral"
"5467",24,"Married",26,"Female","Neutral"
"5468",18,"Unmarried",13,"Female","Neutral"
"5469",36,"Married",50,"Male","Somewhat satisfied"
"5470",61,"Unmarried",292,"Female","Somewhat satisfied"
"5471",34,"Unmarried",89,"Male","Highly satisfied"
"5472",38,"Unmarried",142,"Male","Somewhat satisfied"
"5473",33,"Married",29,"Female","Somewhat satisfied"
"5474",48,"Unmarried",261,"Male","Somewhat dissatisfied"
"5475",28,"Married",24,"Male","Somewhat dissatisfied"
"5476",39,"Unmarried",101,"Male","Highly satisfied"
"5477",32,"Married",29,"Female","Somewhat satisfied"
"5478",38,"Married",77,"Female","Highly satisfied"
"5479",21,"Unmarried",19,"Female","Somewhat dissatisfied"
"5480",47,"Married",54,"Female","Somewhat dissatisfied"
"5481",58,"Married",355,"Female","Highly satisfied"
"5482",53,"Married",52,"Male","Neutral"
"5483",38,"Married",43,"Female","Highly dissatisfied"
"5484",32,"Unmarried",22,"Female","Highly dissatisfied"
"5485",32,"Unmarried",19,"Male","Somewhat dissatisfied"
"5486",31,"Unmarried",29,"Male","Somewhat dissatisfied"
"5487",47,"Married",84,"Female","Neutral"
"5488",46,"Unmarried",52,"Male","Somewhat satisfied"
"5489",23,"Married",28,"Male","Somewhat dissatisfied"
"5490",53,"Married",220,"Male","Somewhat satisfied"
"5491",57,"Married",25,"Male","Somewhat dissatisfied"
"5492",25,"Unmarried",68,"Male","Highly dissatisfied"
"5493",46,"Married",49,"Female","Neutral"
"5494",30,"Married",27,"Female","Highly satisfied"
"5495",56,"Unmarried",298,"Male","Highly satisfied"
"5496",37,"Married",49,"Female","Highly satisfied"
"5497",45,"Unmarried",77,"Female","Highly dissatisfied"
"5498",22,"Unmarried",29,"Male","Somewhat dissatisfied"
"5499",34,"Unmarried",32,"Male","Somewhat satisfied"
"5500",35,"Married",22,"Female","Highly dissatisfied"
"5501",73,"Unmarried",44,"Female","Somewhat satisfied"
"5502",57,"Unmarried",25,"Male","Highly dissatisfied"
"5503",48,"Married",24,"Female","Highly dissatisfied"
"5504",40,"Unmarried",37,"Female","Neutral"
"5505",27,"Unmarried",33,"Male","Highly dissatisfied"
"5506",37,"Married",48,"Male","Somewhat dissatisfied"
"5507",47,"Married",39,"Female","Neutral"
"5508",36,"Unmarried",25,"Male","Neutral"
"5509",21,"Unmarried",11,"Male","Highly dissatisfied"
"5510",21,"Unmarried",25,"Female","Highly dissatisfied"
"5511",32,"Unmarried",170,"Male","Somewhat satisfied"
"5512",36,"Unmarried",24,"Female","Somewhat satisfied"
"5513",28,"Married",25,"Female","Highly dissatisfied"
"5514",32,"Unmarried",19,"Male","Neutral"
"5515",29,"Unmarried",18,"Female","Somewhat dissatisfied"
"5516",30,"Married",56,"Female","Somewhat dissatisfied"
"5517",42,"Unmarried",88,"Male","Neutral"
"5518",52,"Unmarried",96,"Male","Highly satisfied"
"5519",31,"Unmarried",19,"Female","Highly satisfied"
"5520",34,"Married",56,"Male","Neutral"
"5521",45,"Married",132,"Male","Highly satisfied"
"5522",57,"Married",95,"Male","Neutral"
"5523",39,"Unmarried",86,"Male","Highly satisfied"
"5524",19,"Married",19,"Female","Highly dissatisfied"
"5525",26,"Married",46,"Male","Neutral"
"5526",36,"Married",80,"Female","Somewhat satisfied"
"5527",20,"Unmarried",24,"Male","Somewhat dissatisfied"
"5528",46,"Unmarried",201,"Male","Neutral"
"5529",43,"Married",36,"Male","Neutral"
"5530",64,"Married",637,"Male","Somewhat satisfied"
"5531",64,"Unmarried",27,"Female","Highly satisfied"
"5532",45,"Married",73,"Female","Somewhat satisfied"
"5533",65,"Married",245,"Male","Highly satisfied"
"5534",52,"Unmarried",113,"Female","Highly dissatisfied"
"5535",39,"Unmarried",93,"Female","Somewhat satisfied"
"5536",45,"Unmarried",31,"Female","Neutral"
"5537",51,"Unmarried",32,"Female","Highly dissatisfied"
"5538",48,"Unmarried",26,"Female","Neutral"
"5539",36,"Married",34,"Female","Neutral"
"5540",41,"Unmarried",70,"Female","Neutral"
"5541",47,"Married",138,"Female","Highly satisfied"
"5542",55,"Married",533,"Male","Highly satisfied"
"5543",39,"Unmarried",77,"Male","Somewhat dissatisfied"
"5544",52,"Unmarried",162,"Female","Somewhat satisfied"
"5545",57,"Unmarried",72,"Male","Highly dissatisfied"
"5546",37,"Married",38,"Female","Highly satisfied"
"5547",42,"Unmarried",59,"Male","Highly satisfied"
"5548",39,"Married",94,"Male","Highly satisfied"
"5549",29,"Unmarried",30,"Male","Neutral"
"5550",59,"Married",30,"Male","Highly dissatisfied"
"5551",56,"Unmarried",47,"Male","Highly satisfied"
"5552",36,"Unmarried",175,"Female","Highly satisfied"
"5553",35,"Married",65,"Male","Somewhat dissatisfied"
"5554",26,"Unmarried",70,"Male","Somewhat dissatisfied"
"5555",53,"Married",34,"Female","Somewhat satisfied"
"5556",51,"Married",122,"Male","Somewhat satisfied"
"5557",58,"Unmarried",127,"Female","Highly satisfied"
"5558",33,"Married",83,"Female","Somewhat dissatisfied"
"5559",40,"Married",56,"Female","Highly satisfied"
"5560",47,"Married",40,"Male","Highly dissatisfied"
"5561",43,"Unmarried",57,"Male","Neutral"
"5562",50,"Unmarried",103,"Female","Neutral"
"5563",61,"Unmarried",15,"Male","Somewhat satisfied"
"5564",31,"Unmarried",32,"Male","Somewhat dissatisfied"
"5565",37,"Married",62,"Male","Highly satisfied"
"5566",37,"Unmarried",41,"Male","Highly dissatisfied"
"5567",27,"Married",27,"Male","Somewhat satisfied"
"5568",49,"Married",107,"Male","Highly satisfied"
"5569",24,"Unmarried",36,"Male","Somewhat satisfied"
"5570",56,"Married",31,"Female","Highly dissatisfied"
"5571",25,"Unmarried",29,"Male","Neutral"
"5572",45,"Unmarried",76,"Female","Neutral"
"5573",35,"Unmarried",27,"Female","Highly satisfied"
"5574",40,"Unmarried",64,"Female","Highly satisfied"
"5575",49,"Married",188,"Female","Highly satisfied"
"5576",23,"Unmarried",21,"Male","Neutral"
"5577",29,"Unmarried",47,"Male","Neutral"
"5578",55,"Married",137,"Male","Highly satisfied"
"5579",46,"Unmarried",57,"Male","Highly dissatisfied"
"5580",45,"Unmarried",45,"Male","Highly dissatisfied"
"5581",34,"Married",20,"Female","Neutral"
"5582",45,"Married",38,"Male","Highly satisfied"
"5583",29,"Married",25,"Male","Highly dissatisfied"
"5584",44,"Married",54,"Male","Highly satisfied"
"5585",58,"Married",30,"Male","Highly dissatisfied"
"5586",65,"Married",31,"Female","Neutral"
"5587",32,"Unmarried",17,"Female","Somewhat satisfied"
"5588",61,"Married",115,"Female","Highly satisfied"
"5589",38,"Unmarried",49,"Male","Somewhat satisfied"
"5590",45,"Married",34,"Female","Highly dissatisfied"
"5591",47,"Unmarried",42,"Female","Somewhat satisfied"
"5592",49,"Married",102,"Male","Neutral"
"5593",51,"Unmarried",110,"Male","Somewhat satisfied"
"5594",68,"Unmarried",11,"Male","Highly satisfied"
"5595",50,"Married",49,"Female","Somewhat satisfied"
"5596",24,"Unmarried",16,"Female","Neutral"
"5597",47,"Married",103,"Male","Somewhat satisfied"
"5598",20,"Married",33,"Male","Highly dissatisfied"
"5599",31,"Unmarried",45,"Female","Somewhat dissatisfied"
"5600",23,"Married",19,"Male","Highly dissatisfied"
"5601",32,"Married",40,"Male","Neutral"
"5602",56,"Married",40,"Male","Somewhat dissatisfied"
"5603",19,"Married",18,"Female","Highly dissatisfied"
"5604",20,"Unmarried",18,"Male","Somewhat dissatisfied"
"5605",28,"Married",31,"Female","Highly dissatisfied"
"5606",40,"Married",394,"Male","Somewhat dissatisfied"
"5607",54,"Unmarried",95,"Male","Somewhat satisfied"
"5608",37,"Married",64,"Female","Somewhat satisfied"
"5609",34,"Married",25,"Female","Highly dissatisfied"
"5610",33,"Married",27,"Female","Highly dissatisfied"
"5611",50,"Unmarried",253,"Female","Somewhat satisfied"
"5612",30,"Married",59,"Female","Highly satisfied"
"5613",32,"Unmarried",16,"Female","Highly dissatisfied"
"5614",54,"Unmarried",53,"Female","Somewhat satisfied"
"5615",45,"Married",48,"Female","Highly satisfied"
"5616",45,"Unmarried",122,"Male","Neutral"
"5617",36,"Married",49,"Female","Somewhat satisfied"
"5618",57,"Married",115,"Male","Somewhat dissatisfied"
"5619",71,"Married",11,"Male","Somewhat dissatisfied"
"5620",32,"Married",46,"Male","Somewhat satisfied"
"5621",59,"Unmarried",14,"Female","Neutral"
"5622",39,"Married",65,"Female","Highly satisfied"
"5623",28,"Unmarried",18,"Male","Somewhat dissatisfied"
"5624",52,"Unmarried",41,"Male","Neutral"
"5625",43,"Unmarried",28,"Female","Highly dissatisfied"
"5626",39,"Unmarried",25,"Male","Neutral"
"5627",32,"Unmarried",23,"Male","Neutral"
"5628",43,"Unmarried",55,"Female","Highly satisfied"
"5629",28,"Unmarried",30,"Male","Somewhat dissatisfied"
"5630",26,"Unmarried",22,"Male","Somewhat satisfied"
"5631",49,"Unmarried",62,"Male","Highly satisfied"
"5632",29,"Unmarried",30,"Male","Neutral"
"5633",46,"Married",90,"Male","Somewhat dissatisfied"
"5634",25,"Married",30,"Female","Highly dissatisfied"
"5635",51,"Married",31,"Female","Somewhat satisfied"
"5636",53,"Unmarried",79,"Female","Neutral"
"5637",51,"Married",18,"Male","Neutral"
"5638",28,"Unmarried",21,"Male","Neutral"
"5639",51,"Married",44,"Female","Neutral"
"5640",37,"Unmarried",35,"Female","Somewhat satisfied"
"5641",46,"Married",111,"Male","Neutral"
"5642",25,"Unmarried",16,"Female","Neutral"
"5643",27,"Married",40,"Female","Highly dissatisfied"
"5644",31,"Married",62,"Female","Highly dissatisfied"
"5645",46,"Married",201,"Female","Somewhat satisfied"
"5646",56,"Married",30,"Female","Highly dissatisfied"
"5647",22,"Unmarried",27,"Male","Highly dissatisfied"
"5648",45,"Unmarried",88,"Female","Somewhat dissatisfied"
"5649",54,"Married",195,"Male","Highly satisfied"
"5650",41,"Unmarried",42,"Female","Neutral"
"5651",37,"Unmarried",50,"Male","Somewhat satisfied"
"5652",47,"Unmarried",187,"Female","Highly satisfied"
"5653",52,"Unmarried",33,"Male","Somewhat satisfied"
"5654",40,"Unmarried",68,"Female","Highly dissatisfied"
"5655",52,"Married",24,"Male","Somewhat dissatisfied"
"5656",47,"Married",69,"Male","Somewhat satisfied"
"5657",38,"Married",30,"Female","Somewhat dissatisfied"
"5658",53,"Married",103,"Female","Somewhat satisfied"
"5659",38,"Married",35,"Female","Highly dissatisfied"
"5660",52,"Married",90,"Male","Somewhat satisfied"
"5661",59,"Unmarried",20,"Female","Highly dissatisfied"
"5662",23,"Married",18,"Male","Somewhat satisfied"
"5663",67,"Unmarried",11,"Female","Neutral"
"5664",33,"Married",26,"Male","Somewhat dissatisfied"
"5665",45,"Unmarried",55,"Male","Highly satisfied"
"5666",44,"Unmarried",51,"Female","Somewhat dissatisfied"
"5667",49,"Married",51,"Female","Highly satisfied"
"5668",31,"Married",18,"Female","Highly dissatisfied"
"5669",70,"Unmarried",29,"Male","Somewhat satisfied"
"5670",60,"Unmarried",200,"Female","Somewhat dissatisfied"
"5671",33,"Married",39,"Female","Neutral"
"5672",21,"Married",30,"Female","Neutral"
"5673",38,"Unmarried",23,"Female","Highly dissatisfied"
"5674",31,"Unmarried",24,"Male","Somewhat dissatisfied"
"5675",44,"Unmarried",62,"Male","Highly satisfied"
"5676",47,"Unmarried",32,"Female","Highly satisfied"
"5677",49,"Unmarried",68,"Male","Somewhat dissatisfied"
"5678",56,"Married",214,"Female","Neutral"
"5679",29,"Unmarried",34,"Female","Neutral"
"5680",75,"Unmarried",11,"Female","Highly dissatisfied"
"5681",30,"Married",58,"Male","Somewhat dissatisfied"
"5682",42,"Married",160,"Male","Somewhat satisfied"
"5683",26,"Married",47,"Female","Neutral"
"5684",63,"Married",60,"Male","Somewhat dissatisfied"
"5685",48,"Unmarried",23,"Male","Somewhat dissatisfied"
"5686",35,"Unmarried",81,"Male","Somewhat satisfied"
"5687",30,"Unmarried",41,"Male","Highly satisfied"
"5688",61,"Unmarried",37,"Female","Somewhat satisfied"
"5689",25,"Married",19,"Female","Somewhat dissatisfied"
"5690",22,"Married",28,"Male","Neutral"
"5691",34,"Married",46,"Female","Somewhat dissatisfied"
"5692",43,"Unmarried",50,"Female","Somewhat dissatisfied"
"5693",29,"Unmarried",60,"Female","Somewhat satisfied"
"5694",33,"Married",26,"Male","Somewhat dissatisfied"
"5695",37,"Married",50,"Female","Neutral"
"5696",40,"Married",77,"Female","Somewhat satisfied"
"5697",37,"Unmarried",46,"Female","Highly satisfied"
"5698",34,"Married",50,"Female","Neutral"
"5699",63,"Unmarried",37,"Female","Somewhat satisfied"
"5700",41,"Married",52,"Female","Highly dissatisfied"
"5701",47,"Married",181,"Male","Neutral"
"5702",57,"Married",102,"Female","Highly satisfied"
"5703",41,"Unmarried",109,"Male","Somewhat satisfied"
"5704",57,"Married",132,"Male","Highly satisfied"
"5705",56,"Unmarried",51,"Male","Somewhat satisfied"
"5706",55,"Married",47,"Female","Somewhat dissatisfied"
"5707",39,"Unmarried",228,"Female","Somewhat satisfied"
"5708",35,"Unmarried",53,"Male","Somewhat dissatisfied"
"5709",67,"Married",94,"Male","Somewhat dissatisfied"
"5710",31,"Unmarried",27,"Male","Highly dissatisfied"
"5711",41,"Unmarried",93,"Male","Somewhat satisfied"
"5712",33,"Unmarried",50,"Male","Highly satisfied"
"5713",35,"Unmarried",61,"Male","Neutral"
"5714",56,"Unmarried",200,"Female","Somewhat satisfied"
"5715",37,"Married",37,"Male","Somewhat satisfied"
"5716",59,"Unmarried",59,"Female","Somewhat satisfied"
"5717",59,"Unmarried",131,"Female","Highly satisfied"
"5718",44,"Married",50,"Female","Somewhat dissatisfied"
"5719",32,"Unmarried",31,"Male","Somewhat satisfied"
"5720",36,"Married",78,"Male","Somewhat dissatisfied"
"5721",37,"Married",35,"Female","Somewhat dissatisfied"
"5722",52,"Married",53,"Male","Neutral"
"5723",26,"Unmarried",22,"Male","Highly dissatisfied"
"5724",36,"Unmarried",24,"Female","Somewhat dissatisfied"
"5725",47,"Married",46,"Female","Neutral"
"5726",33,"Married",135,"Female","Somewhat dissatisfied"
"5727",34,"Married",51,"Male","Somewhat satisfied"
"5728",39,"Unmarried",152,"Male","Highly dissatisfied"
"5729",49,"Married",148,"Female","Somewhat dissatisfied"
"5730",41,"Unmarried",23,"Male","Highly dissatisfied"
"5731",54,"Unmarried",72,"Male","Somewhat satisfied"
"5732",38,"Married",40,"Male","Somewhat dissatisfied"
"5733",50,"Married",26,"Female","Highly satisfied"
"5734",64,"Married",22,"Male","Somewhat dissatisfied"
"5735",44,"Unmarried",162,"Male","Somewhat dissatisfied"
"5736",38,"Unmarried",25,"Female","Highly dissatisfied"
"5737",37,"Unmarried",54,"Female","Neutral"
"5738",37,"Married",66,"Female","Neutral"
"5739",34,"Unmarried",45,"Male","Neutral"
"5740",37,"Married",79,"Female","Highly satisfied"
"5741",44,"Unmarried",151,"Male","Neutral"
"5742",49,"Unmarried",99,"Male","Somewhat satisfied"
"5743",45,"Married",160,"Male","Somewhat satisfied"
"5744",48,"Unmarried",67,"Male","Highly dissatisfied"
"5745",35,"Unmarried",53,"Female","Somewhat satisfied"
"5746",35,"Married",43,"Female","Neutral"
"5747",37,"Married",62,"Female","Somewhat satisfied"
"5748",42,"Unmarried",57,"Male","Somewhat dissatisfied"
"5749",41,"Married",57,"Female","Neutral"
"5750",43,"Unmarried",43,"Female","Neutral"
"5751",33,"Unmarried",52,"Female","Somewhat dissatisfied"
"5752",33,"Married",32,"Male","Highly dissatisfied"
"5753",27,"Unmarried",21,"Female","Highly dissatisfied"
"5754",49,"Unmarried",90,"Male","Highly dissatisfied"
"5755",35,"Unmarried",40,"Female","Highly dissatisfied"
"5756",39,"Married",65,"Female","Somewhat dissatisfied"
"5757",45,"Married",65,"Female","Somewhat satisfied"
"5758",52,"Unmarried",22,"Female","Neutral"
"5759",61,"Unmarried",50,"Male","Neutral"
"5760",39,"Unmarried",37,"Male","Neutral"
"5761",54,"Married",64,"Female","Highly satisfied"
"5762",52,"Unmarried",118,"Male","Somewhat satisfied"
"5763",31,"Married",47,"Male","Highly dissatisfied"
"5764",55,"Married",249,"Female","Neutral"
"5765",28,"Unmarried",28,"Female","Neutral"
"5766",21,"Married",26,"Female","Neutral"
"5767",22,"Married",29,"Male","Highly dissatisfied"
"5768",53,"Unmarried",19,"Female","Highly dissatisfied"
"5769",38,"Married",80,"Male","Highly satisfied"
"5770",74,"Married",103,"Female","Somewhat satisfied"
"5771",32,"Unmarried",61,"Female","Somewhat dissatisfied"
"5772",35,"Married",23,"Male","Highly dissatisfied"
"5773",46,"Married",20,"Female","Highly dissatisfied"
"5774",34,"Unmarried",23,"Female","Somewhat satisfied"
"5775",25,"Married",17,"Male","Highly dissatisfied"
"5776",42,"Married",44,"Female","Highly satisfied"
"5777",31,"Married",37,"Female","Somewhat satisfied"
"5778",47,"Unmarried",112,"Male","Neutral"
"5779",60,"Unmarried",86,"Female","Neutral"
"5780",46,"Married",279,"Male","Somewhat satisfied"
"5781",68,"Unmarried",9,"Female","Neutral"
"5782",32,"Married",24,"Male","Neutral"
"5783",51,"Married",73,"Male","Highly dissatisfied"
"5784",42,"Married",322,"Male","Neutral"
"5785",33,"Unmarried",35,"Male","Neutral"
"5786",31,"Married",37,"Female","Somewhat dissatisfied"
"5787",49,"Married",54,"Male","Highly satisfied"
"5788",34,"Unmarried",18,"Male","Somewhat dissatisfied"
"5789",63,"Married",21,"Male","Somewhat satisfied"
"5790",38,"Unmarried",20,"Female","Neutral"
"5791",40,"Married",33,"Male","Highly satisfied"
"5792",39,"Unmarried",31,"Male","Highly dissatisfied"
"5793",46,"Married",114,"Male","Somewhat satisfied"
"5794",62,"Unmarried",138,"Female","Neutral"
"5795",33,"Married",75,"Male","Neutral"
"5796",61,"Unmarried",25,"Male","Highly satisfied"
"5797",63,"Married",9,"Female","Somewhat satisfied"
"5798",38,"Married",49,"Male","Somewhat satisfied"
"5799",49,"Unmarried",43,"Male","Somewhat dissatisfied"
"5800",29,"Unmarried",40,"Male","Somewhat satisfied"
"5801",28,"Married",51,"Male","Somewhat satisfied"
"5802",37,"Unmarried",53,"Male","Somewhat satisfied"
"5803",41,"Unmarried",50,"Male","Highly dissatisfied"
"5804",42,"Unmarried",54,"Male","Somewhat satisfied"
"5805",52,"Married",406,"Female","Highly satisfied"
"5806",55,"Married",123,"Male","Highly satisfied"
"5807",41,"Unmarried",66,"Female","Highly satisfied"
"5808",54,"Unmarried",22,"Female","Somewhat dissatisfied"
"5809",27,"Married",35,"Female","Somewhat dissatisfied"
"5810",28,"Married",30,"Female","Neutral"
"5811",39,"Married",81,"Male","Highly satisfied"
"5812",23,"Unmarried",24,"Female","Highly dissatisfied"
"5813",36,"Unmarried",101,"Female","Highly satisfied"
"5814",29,"Unmarried",23,"Male","Neutral"
"5815",33,"Unmarried",36,"Female","Neutral"
